x,y,gene
18174,59479,ANKS1B
18175,60597,ANKS1B
18176,60550,ANKS1B
18176,58999,ANKS1B
18177,59946,ANKS1B
18179,59484,ANKS1B
18180,60551,ANKS1B
18181,60544,ANKS1B
18183,60544,ANKS1B
18183,60544,ANKS1B
18184,59836,ANKS1B
18184,59836,ANKS1B
18185,59160,ANKS1B
18185,59160,ANKS1B
18186,59162,ANKS1B
18190,60637,ANKS1B
18191,59163,ANKS1B
18192,59305,ANKS1B
18197,59190,ANKS1B
18201,59835,ANKS1B
18215,59944,ANKS1B
18220,59803,ANKS1B
18221,58938,ANKS1B
18221,60076,ANKS1B
18224,60089,ANKS1B
18225,60073,ANKS1B
18225,60091,ANKS1B
18225,60091,ANKS1B
18225,60091,ANKS1B
18225,60091,ANKS1B
18226,60090,ANKS1B
18226,60090,ANKS1B
18226,60088,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18226,58894,ANKS1B
18227,60757,ANKS1B
18229,58876,ANKS1B
18229,58894,ANKS1B
18229,58894,ANKS1B
18238,60467,ANKS1B
18238,60467,ANKS1B
18241,58821,ANKS1B
18241,58821,ANKS1B
18247,59654,ANKS1B
18250,59718,ANKS1B
18250,59718,ANKS1B
18250,59718,ANKS1B
18250,59718,ANKS1B
18250,59718,ANKS1B
18257,60811,ANKS1B
18260,59278,ANKS1B
18260,59278,ANKS1B
18263,59283,ANKS1B
18265,59276,ANKS1B
18265,59276,ANKS1B
18265,59276,ANKS1B
18267,60017,ANKS1B
18267,60017,ANKS1B
18267,60017,ANKS1B
18267,60017,ANKS1B
18267,60017,ANKS1B
18267,60017,ANKS1B
18274,58345,ANKS1B
18277,60757,ANKS1B
18278,59339,ANKS1B
18286,59610,ANKS1B
18290,59697,ANKS1B
18291,58693,ANKS1B
18292,59915,ANKS1B
18292,59915,ANKS1B
18293,60691,ANKS1B
18296,58331,ANKS1B
18300,58631,ANKS1B
18312,58772,ANKS1B
18312,58772,ANKS1B
18312,59244,ANKS1B
18320,59765,ANKS1B
18321,59286,ANKS1B
18323,59194,ANKS1B
18326,60686,ANKS1B
18332,59628,ANKS1B
18332,59628,ANKS1B
18332,59628,ANKS1B
18332,59628,ANKS1B
18332,59832,ANKS1B
18335,59067,ANKS1B
18336,58850,ANKS1B
18338,58748,ANKS1B
18340,60464,ANKS1B
18340,60464,ANKS1B
18340,60464,ANKS1B
18340,60464,ANKS1B
18340,60464,ANKS1B
18340,60464,ANKS1B
18340,60464,ANKS1B
18340,60464,ANKS1B
18341,60467,ANKS1B
18341,60467,ANKS1B
18342,60387,ANKS1B
18342,58602,ANKS1B
18342,58602,ANKS1B
18342,58601,ANKS1B
18351,60340,ANKS1B
18351,60340,ANKS1B
18355,58710,ANKS1B
18355,58710,ANKS1B
18356,58628,ANKS1B
18357,60338,ANKS1B
18357,58627,ANKS1B
18364,60332,ANKS1B
18364,60332,ANKS1B
18364,60332,ANKS1B
18367,59902,ANKS1B
18369,58994,ANKS1B
18374,60670,ANKS1B
18376,59171,ANKS1B
18383,59186,ANKS1B
18383,59186,ANKS1B
18385,60423,ANKS1B
18386,58867,ANKS1B
18393,59104,ANKS1B
18393,60540,ANKS1B
18394,59802,ANKS1B
18394,59802,ANKS1B
18394,59802,ANKS1B
18395,59742,ANKS1B
18396,59788,ANKS1B
18398,58869,ANKS1B
18405,59528,ANKS1B
18407,58682,ANKS1B
18410,58671,ANKS1B
18414,58865,ANKS1B
18415,59105,ANKS1B
18416,58330,ANKS1B
18416,59715,ANKS1B
18416,59715,ANKS1B
18416,59715,ANKS1B
18416,59715,ANKS1B
18416,59715,ANKS1B
18417,60703,ANKS1B
18417,60703,ANKS1B
18420,59811,ANKS1B
18427,59698,ANKS1B
18428,59699,ANKS1B
18429,58465,ANKS1B
18429,60657,ANKS1B
18434,58736,ANKS1B
18437,59395,ANKS1B
18439,60023,ANKS1B
18439,60023,ANKS1B
18445,59546,ANKS1B
18447,60493,ANKS1B
18447,59385,ANKS1B
18448,58860,ANKS1B
18450,60827,ANKS1B
18458,60354,ANKS1B
18458,60354,ANKS1B
18458,58881,ANKS1B
18459,60616,ANKS1B
18460,58861,ANKS1B
18461,58861,ANKS1B
18462,58850,ANKS1B
18468,60075,ANKS1B
18468,60075,ANKS1B
18468,60075,ANKS1B
18468,58546,ANKS1B
18472,58365,ANKS1B
18472,58365,ANKS1B
18472,58358,ANKS1B
18475,58358,ANKS1B
18478,60219,ANKS1B
18486,60456,ANKS1B
18486,59031,ANKS1B
18488,59110,ANKS1B
18488,59110,ANKS1B
18488,59110,ANKS1B
18490,59109,ANKS1B
18490,59109,ANKS1B
18490,59109,ANKS1B
18490,59109,ANKS1B
18490,59109,ANKS1B
18490,59108,ANKS1B
18490,59108,ANKS1B
18490,59110,ANKS1B
18490,59110,ANKS1B
18490,59110,ANKS1B
18490,59110,ANKS1B
18490,59110,ANKS1B
18491,59110,ANKS1B
18491,59110,ANKS1B
18491,59111,ANKS1B
18493,60491,ANKS1B
18493,60491,ANKS1B
18494,60491,ANKS1B
18494,60491,ANKS1B
18497,59640,ANKS1B
18498,59000,ANKS1B
18500,59484,ANKS1B
18503,60579,ANKS1B
18507,58826,ANKS1B
18507,60276,ANKS1B
18507,60782,ANKS1B
18508,60007,ANKS1B
18508,60007,ANKS1B
18512,60480,ANKS1B
18520,60263,ANKS1B
18520,60263,ANKS1B
18521,58721,ANKS1B
18521,60073,ANKS1B
18522,59492,ANKS1B
18523,60318,ANKS1B
18527,58676,ANKS1B
18530,60264,ANKS1B
18531,59565,ANKS1B
18532,60197,ANKS1B
18534,60194,ANKS1B
18538,60190,ANKS1B
18538,60190,ANKS1B
18538,60190,ANKS1B
18538,60190,ANKS1B
18538,60190,ANKS1B
18538,59265,ANKS1B
18542,60612,ANKS1B
18544,60619,ANKS1B
18546,60745,ANKS1B
18546,60331,ANKS1B
18546,60331,ANKS1B
18548,60050,ANKS1B
18550,60065,ANKS1B
18551,58681,ANKS1B
18551,58681,ANKS1B
18552,59750,ANKS1B
18552,59750,ANKS1B
18552,59750,ANKS1B
18552,59788,ANKS1B
18556,59859,ANKS1B
18562,60188,ANKS1B
18564,60733,ANKS1B
18567,60391,ANKS1B
18568,59922,ANKS1B
18571,59579,ANKS1B
18571,59579,ANKS1B
18575,60465,ANKS1B
18576,60503,ANKS1B
18577,58327,ANKS1B
18577,59769,ANKS1B
18577,59769,ANKS1B
18580,58903,ANKS1B
18580,58903,ANKS1B
18581,60141,ANKS1B
18581,59046,ANKS1B
18581,59046,ANKS1B
18582,60524,ANKS1B
18584,60552,ANKS1B
18584,60552,ANKS1B
18584,60552,ANKS1B
18585,60348,ANKS1B
18586,60504,ANKS1B
18587,60509,ANKS1B
18587,60509,ANKS1B
18587,60509,ANKS1B
18587,60509,ANKS1B
18587,60509,ANKS1B
18587,60509,ANKS1B
18587,60508,ANKS1B
18587,60508,ANKS1B
18587,60632,ANKS1B
18590,60638,ANKS1B
18591,59647,ANKS1B
18593,58485,ANKS1B
18593,59267,ANKS1B
18593,58513,ANKS1B
18593,58513,ANKS1B
18594,58514,ANKS1B
18598,59166,ANKS1B
18600,58748,ANKS1B
18606,60620,ANKS1B
18606,60268,ANKS1B
18606,59359,ANKS1B
18610,59360,ANKS1B
18610,59017,ANKS1B
18615,59164,ANKS1B
18616,59960,ANKS1B
18627,59061,ANKS1B
18627,59061,ANKS1B
18627,59061,ANKS1B
18627,59061,ANKS1B
18627,59061,ANKS1B
18627,59062,ANKS1B
18627,59062,ANKS1B
18627,59062,ANKS1B
18627,59062,ANKS1B
18627,59062,ANKS1B
18627,59062,ANKS1B
18628,59062,ANKS1B
18628,59062,ANKS1B
18628,59062,ANKS1B
18628,59062,ANKS1B
18628,59062,ANKS1B
18628,59062,ANKS1B
18629,59063,ANKS1B
18629,59063,ANKS1B
18629,60496,ANKS1B
18629,59064,ANKS1B
18629,59064,ANKS1B
18630,59062,ANKS1B
18631,59053,ANKS1B
18631,59063,ANKS1B
18631,59063,ANKS1B
18631,60237,ANKS1B
18631,60237,ANKS1B
18637,59639,ANKS1B
18639,59500,ANKS1B
18639,59500,ANKS1B
18639,59500,ANKS1B
18639,59500,ANKS1B
18643,59307,ANKS1B
18647,59878,ANKS1B
18650,58916,ANKS1B
18650,58916,ANKS1B
18650,58916,ANKS1B
18650,58916,ANKS1B
18650,58916,ANKS1B
18650,58916,ANKS1B
18650,58916,ANKS1B
18651,58917,ANKS1B
18651,60800,ANKS1B
18652,58721,ANKS1B
18654,58899,ANKS1B
18657,58917,ANKS1B
18659,59873,ANKS1B
18662,58957,ANKS1B
18665,59424,ANKS1B
18665,59424,ANKS1B
18665,59424,ANKS1B
18665,60341,ANKS1B
18667,59423,ANKS1B
18667,59423,ANKS1B
18670,59184,ANKS1B
18670,59420,ANKS1B
18676,59400,ANKS1B
18680,59901,ANKS1B
18681,60095,ANKS1B
18681,60709,ANKS1B
18681,60709,ANKS1B
18683,59893,ANKS1B
18685,59161,ANKS1B
18689,59845,ANKS1B
18690,60119,ANKS1B
18693,59968,ANKS1B
18693,59968,ANKS1B
18693,59968,ANKS1B
18693,59968,ANKS1B
18693,59968,ANKS1B
18697,60492,ANKS1B
18698,58482,ANKS1B
18705,59043,ANKS1B
18706,59599,ANKS1B
18706,59599,ANKS1B
18713,58745,ANKS1B
18714,60017,ANKS1B
18715,58743,ANKS1B
18715,60696,ANKS1B
18716,60693,ANKS1B
18716,59101,ANKS1B
18716,60697,ANKS1B
18716,60697,ANKS1B
18716,60697,ANKS1B
18716,60697,ANKS1B
18716,60697,ANKS1B
18716,60697,ANKS1B
18716,60697,ANKS1B
18716,60697,ANKS1B
18716,60696,ANKS1B
18716,60696,ANKS1B
18717,60695,ANKS1B
18717,60695,ANKS1B
18718,60696,ANKS1B
18718,60696,ANKS1B
18718,60696,ANKS1B
18718,60696,ANKS1B
18718,60268,ANKS1B
18724,58805,ANKS1B
18725,59957,ANKS1B
18725,59957,ANKS1B
18725,59957,ANKS1B
18730,58601,ANKS1B
18730,60480,ANKS1B
18734,58631,ANKS1B
18736,59315,ANKS1B
18744,59866,ANKS1B
18749,60796,ANKS1B
18751,60481,ANKS1B
18755,60676,ANKS1B
18762,59149,ANKS1B
18762,59149,ANKS1B
18764,59138,ANKS1B
18769,59002,ANKS1B
18777,60488,ANKS1B
18784,60177,ANKS1B
18787,59536,ANKS1B
18787,59536,ANKS1B
18787,59536,ANKS1B
18787,59536,ANKS1B
18787,58380,ANKS1B
18788,59256,ANKS1B
18788,59780,ANKS1B
18790,59511,ANKS1B
18790,59511,ANKS1B
18793,58879,ANKS1B
18797,59938,ANKS1B
18799,60118,ANKS1B
18799,60373,ANKS1B
18802,58431,ANKS1B
18805,59457,ANKS1B
18810,60645,ANKS1B
18810,60206,ANKS1B
18813,60768,ANKS1B
18813,58460,ANKS1B
18819,59717,ANKS1B
18822,59396,ANKS1B
18822,59396,ANKS1B
18822,59385,ANKS1B
18822,59385,ANKS1B
18828,59137,ANKS1B
18833,60057,ANKS1B
18835,60369,ANKS1B
18836,59272,ANKS1B
18839,60772,ANKS1B
18847,60379,ANKS1B
18847,58911,ANKS1B
18847,58911,ANKS1B
18848,60379,ANKS1B
18848,60379,ANKS1B
18848,60379,ANKS1B
18848,60379,ANKS1B
18848,60379,ANKS1B
18848,60695,ANKS1B
18849,58995,ANKS1B
18849,58995,ANKS1B
18849,60033,ANKS1B
18849,60033,ANKS1B
18849,60378,ANKS1B
18849,58910,ANKS1B
18857,59774,ANKS1B
18858,58771,ANKS1B
18859,60048,ANKS1B
18860,60626,ANKS1B
18865,60722,ANKS1B
18867,59359,ANKS1B
18867,59359,ANKS1B
18867,59359,ANKS1B
18872,60049,ANKS1B
18872,60049,ANKS1B
18875,60510,ANKS1B
18877,59352,ANKS1B
18879,59586,ANKS1B
18879,59586,ANKS1B
18879,59586,ANKS1B
18880,58638,ANKS1B
18882,59582,ANKS1B
18885,58507,ANKS1B
18886,60281,ANKS1B
18886,60281,ANKS1B
18887,60128,ANKS1B
18887,60284,ANKS1B
18887,60300,ANKS1B
16714,58662,ANKS3
16787,60710,ANKS3
16834,59835,ANKS3
16858,58977,ANKS3
16863,58980,ANKS3
16948,60221,ANKS3
16948,60221,ANKS3
16993,59700,ANKS3
17004,58708,ANKS3
17004,58708,ANKS3
17014,60629,ANKS3
17014,60827,ANKS3
17014,60827,ANKS3
17020,60281,ANKS3
17025,59049,ANKS3
17041,58896,ANKS3
17041,58896,ANKS3
17050,58480,ANKS3
17175,58664,ANKS3
17175,58664,ANKS3
17175,58664,ANKS3
17187,60003,ANKS3
17252,58691,ANKS3
17252,58691,ANKS3
17252,60245,ANKS3
17257,59913,ANKS3
17262,59965,ANKS3
17267,60702,ANKS3
17277,58905,ANKS3
17278,59472,ANKS3
17348,59761,ANKS3
17350,58901,ANKS3
17375,58833,ANKS3
17457,59972,ANKS3
17489,60752,ANKS3
17581,60766,ANKS3
17592,58961,ANKS3
17700,59353,ANKS3
17700,59353,ANKS3
17709,59986,ANKS3
17720,60330,ANKS3
17720,60330,ANKS3
17752,60051,ANKS3
17759,59600,ANKS3
17759,59600,ANKS3
17775,60074,ANKS3
17815,58536,ANKS3
17963,59862,ANKS3
17963,59862,ANKS3
17963,59862,ANKS3
18078,60112,ANKS3
18311,59262,ANKS3
18360,59897,ANKS3
18388,60501,ANKS3
18396,60709,ANKS3
18423,60118,ANKS3
18448,59792,ANKS3
18524,60056,ANKS3
18599,59364,ANKS3
18599,59364,ANKS3
18600,58682,ANKS3
18683,59901,ANKS3
18846,58691,ANKS3
18846,58691,ANKS3
18864,60592,ANKS3
18878,59935,ANKS3
18896,60634,ANKS3
18896,60634,ANKS3
16686,59804,ANKS6
16773,59377,ANKS6
17089,59667,ANKS6
17248,58686,ANKS6
17303,60289,ANKS6
18222,60092,ANKS6
18364,59697,ANKS6
18559,58625,ANKS6
18645,59679,ANKS6
18653,58792,ANKS6
18653,58792,ANKS6
18653,58792,ANKS6
17282,60754,ANKUB1
16687,60344,ANKZF1
16733,58405,ANKZF1
17011,60720,ANKZF1
17011,60720,ANKZF1
17179,59520,ANKZF1
17379,60127,ANKZF1
17549,60779,ANKZF1
17549,60779,ANKZF1
17603,59746,ANKZF1
17681,59141,ANKZF1
17762,60817,ANKZF1
17766,58677,ANKZF1
17766,58677,ANKZF1
18116,60120,ANKZF1
18139,59023,ANKZF1
18404,58796,ANKZF1
18679,59894,ANKZF1
18695,59529,ANKZF1
18695,59529,ANKZF1
18711,58627,ANKZF1
18711,58627,ANKZF1
18711,58627,ANKZF1
18712,60040,ANKZF1
18859,60780,ANKZF1
16674,59042,ANLN
16674,59042,ANLN
16701,60480,ANLN
16790,59316,ANLN
16820,60495,ANLN
16971,58628,ANLN
17033,58524,ANLN
17034,58488,ANLN
17034,58488,ANLN
17165,59760,ANLN
17167,59757,ANLN
17214,59595,ANLN
17214,59595,ANLN
17310,59331,ANLN
17412,58705,ANLN
17476,60610,ANLN
17534,58438,ANLN
17563,58525,ANLN
17563,58525,ANLN
17563,58525,ANLN
17645,58417,ANLN
17680,58353,ANLN
17694,60688,ANLN
17702,60287,ANLN
17709,59816,ANLN
17710,59978,ANLN
17711,59976,ANLN
17757,59002,ANLN
17757,59002,ANLN
17765,58541,ANLN
17923,59992,ANLN
17941,59247,ANLN
17967,58959,ANLN
18121,58813,ANLN
18121,58813,ANLN
18143,60682,ANLN
18147,60478,ANLN
18191,59972,ANLN
18239,58442,ANLN
18281,59760,ANLN
18308,59167,ANLN
18317,59226,ANLN
18392,59774,ANLN
18408,59229,ANLN
18414,58547,ANLN
18414,58547,ANLN
18438,58860,ANLN
18517,58804,ANLN
18528,58556,ANLN
18670,59003,ANLN
18670,59003,ANLN
18709,59019,ANLN
18751,60192,ANLN
18862,58899,ANLN
18862,58899,ANLN
16686,58765,ANO1
17808,60434,ANO1
18092,58323,ANO1
18680,59903,ANO1
16790,59176,ANO10
16790,59176,ANO10
16790,59176,ANO10
16963,60669,ANO10
17003,58715,ANO10
17122,59885,ANO10
17284,60479,ANO10
17312,59071,ANO10
17440,59127,ANO10
17440,59127,ANO10
17440,59127,ANO10
17440,59127,ANO10
17466,59237,ANO10
17466,59237,ANO10
17466,59237,ANO10
17466,59237,ANO10
17466,59237,ANO10
17466,59237,ANO10
17507,60581,ANO10
17516,58725,ANO10
17516,58725,ANO10
17516,58725,ANO10
17729,58357,ANO10
17729,58357,ANO10
17771,60026,ANO10
17829,59662,ANO10
17829,59662,ANO10
17853,60159,ANO10
17882,58611,ANO10
17947,60069,ANO10
17996,60200,ANO10
18003,58805,ANO10
18114,60354,ANO10
18116,60794,ANO10
18426,60456,ANO10
18450,58504,ANO10
18450,58504,ANO10
18498,59906,ANO10
18508,58447,ANO10
18540,60657,ANO10
18578,59140,ANO10
18625,58613,ANO10
18707,60709,ANO10
18758,60478,ANO10
18799,60783,ANO10
16673,59807,ANO2
17225,60278,ANO2
17272,59704,ANO2
17466,59777,ANO2
17587,58932,ANO2
17587,58932,ANO2
17587,58932,ANO2
17587,58932,ANO2
17587,58932,ANO2
17647,59751,ANO2
17647,59751,ANO2
17647,59751,ANO2
17647,59751,ANO2
17655,59045,ANO2
17924,60117,ANO2
18033,60493,ANO2
18572,58466,ANO2
18693,59968,ANO2
16672,59537,ANO3
16746,60222,ANO3
16783,60499,ANO3
16793,59388,ANO3
16815,59086,ANO3
16878,59016,ANO3
16892,59031,ANO3
17010,60512,ANO3
17010,60512,ANO3
17016,60513,ANO3
17022,59840,ANO3
17025,60141,ANO3
17088,59047,ANO3
17089,59032,ANO3
17089,59032,ANO3
17089,59032,ANO3
17102,59796,ANO3
17119,59053,ANO3
17119,59053,ANO3
17119,59053,ANO3
17150,59480,ANO3
17168,59073,ANO3
17265,59410,ANO3
17265,59410,ANO3
17265,59410,ANO3
17341,58908,ANO3
17341,58908,ANO3
17341,58908,ANO3
17341,58908,ANO3
17355,60136,ANO3
17355,60136,ANO3
17356,58899,ANO3
17358,60149,ANO3
17359,60147,ANO3
17359,60147,ANO3
17360,59723,ANO3
17361,58901,ANO3
17398,60586,ANO3
17398,60586,ANO3
17398,60586,ANO3
17457,59245,ANO3
17473,60385,ANO3
17552,59972,ANO3
17567,59613,ANO3
17569,59155,ANO3
17575,60047,ANO3
17575,60047,ANO3
17611,59769,ANO3
17657,58825,ANO3
17657,58825,ANO3
17657,58825,ANO3
17713,58337,ANO3
17713,58338,ANO3
17714,58339,ANO3
17714,58339,ANO3
17714,58339,ANO3
17714,58338,ANO3
17715,59143,ANO3
17715,59143,ANO3
17715,59143,ANO3
17745,59958,ANO3
17745,59958,ANO3
17748,59977,ANO3
17769,59176,ANO3
17777,59077,ANO3
17885,59305,ANO3
18013,58795,ANO3
18013,58795,ANO3
18013,58795,ANO3
18013,58795,ANO3
18014,58794,ANO3
18014,58795,ANO3
18039,60592,ANO3
18058,59772,ANO3
18085,58843,ANO3
18115,60370,ANO3
18115,60370,ANO3
18132,59494,ANO3
18188,60582,ANO3
18194,59552,ANO3
18194,59552,ANO3
18198,59836,ANO3
18208,60063,ANO3
18210,59823,ANO3
18230,59710,ANO3
18253,59111,ANO3
18253,59111,ANO3
18292,60038,ANO3
18292,60038,ANO3
18293,60814,ANO3
18320,59637,ANO3
18341,58854,ANO3
18356,60517,ANO3
18408,58665,ANO3
18457,60174,ANO3
18471,59324,ANO3
18471,59324,ANO3
18471,59324,ANO3
18489,59097,ANO3
18495,59893,ANO3
18527,60534,ANO3
18584,59797,ANO3
18595,60141,ANO3
18595,60141,ANO3
18603,59453,ANO3
18603,59453,ANO3
18603,59453,ANO3
18603,59453,ANO3
18625,58611,ANO3
18625,58611,ANO3
18625,60773,ANO3
18650,58778,ANO3
18650,58778,ANO3
18651,58779,ANO3
18705,59415,ANO3
18837,58890,ANO3
18837,58890,ANO3
18877,60669,ANO3
16683,60675,ANO4
16683,60675,ANO4
16687,58433,ANO4
16697,58436,ANO4
16754,58652,ANO4
16778,58615,ANO4
16805,59711,ANO4
16816,59570,ANO4
16832,58675,ANO4
16834,58677,ANO4
16836,58676,ANO4
16836,58676,ANO4
16836,58676,ANO4
16836,58676,ANO4
16845,58416,ANO4
16845,58416,ANO4
16853,58368,ANO4
16867,59262,ANO4
16877,58560,ANO4
16877,58560,ANO4
16877,58560,ANO4
16877,58560,ANO4
16877,58560,ANO4
16877,58560,ANO4
16888,58468,ANO4
16899,59303,ANO4
16900,59044,ANO4
16903,59303,ANO4
16903,59303,ANO4
16911,60332,ANO4
16926,58457,ANO4
16926,58457,ANO4
16928,60072,ANO4
16944,60692,ANO4
16960,58997,ANO4
16960,58997,ANO4
16960,58997,ANO4
16960,58997,ANO4
16965,59575,ANO4
16965,59575,ANO4
16975,60765,ANO4
16989,59579,ANO4
16989,59579,ANO4
17003,58364,ANO4
17022,59801,ANO4
17022,59801,ANO4
17032,60619,ANO4
17059,58698,ANO4
17061,58440,ANO4
17184,59387,ANO4
17206,58327,ANO4
17211,60031,ANO4
17212,58929,ANO4
17239,58471,ANO4
17278,58965,ANO4
17278,58965,ANO4
17293,59935,ANO4
17329,59043,ANO4
17352,60029,ANO4
17352,60029,ANO4
17398,59221,ANO4
17398,59221,ANO4
17467,60376,ANO4
17527,60608,ANO4
17557,58845,ANO4
17557,59443,ANO4
17605,60817,ANO4
17623,60203,ANO4
17657,59191,ANO4
17666,59633,ANO4
17666,59633,ANO4
17666,59633,ANO4
17666,59633,ANO4
17696,60700,ANO4
17696,60700,ANO4
17745,59538,ANO4
17745,59538,ANO4
17745,59538,ANO4
17745,59538,ANO4
17802,60430,ANO4
17802,60430,ANO4
17803,60431,ANO4
17841,59992,ANO4
17841,59992,ANO4
17841,59992,ANO4
17841,59992,ANO4
17841,59992,ANO4
17854,58544,ANO4
17876,59947,ANO4
17881,59848,ANO4
17918,58736,ANO4
17918,58736,ANO4
17918,58736,ANO4
17918,58736,ANO4
17925,59175,ANO4
17962,58785,ANO4
17974,60729,ANO4
18019,58825,ANO4
18019,58825,ANO4
18030,60666,ANO4
18042,60641,ANO4
18100,59700,ANO4
18103,59404,ANO4
18103,59404,ANO4
18103,59404,ANO4
18103,59404,ANO4
18118,60125,ANO4
18183,60545,ANO4
18183,60545,ANO4
18183,60545,ANO4
18185,58551,ANO4
18231,60515,ANO4
18258,59619,ANO4
18288,59080,ANO4
18288,59080,ANO4
18304,59638,ANO4
18304,59638,ANO4
18308,59022,ANO4
18340,60463,ANO4
18340,60463,ANO4
18340,60463,ANO4
18354,59151,ANO4
18354,59151,ANO4
18377,60247,ANO4
18396,58889,ANO4
18408,59168,ANO4
18439,60321,ANO4
18500,59413,ANO4
18500,59413,ANO4
18548,60673,ANO4
18552,59750,ANO4
18557,60435,ANO4
18560,58578,ANO4
18567,58826,ANO4
18577,59077,ANO4
18580,58902,ANO4
18580,58902,ANO4
18581,58902,ANO4
18581,58902,ANO4
18581,58902,ANO4
18581,58902,ANO4
18581,58902,ANO4
18625,60570,ANO4
18628,59065,ANO4
18682,60425,ANO4
18697,60767,ANO4
18735,59226,ANO4
18735,59226,ANO4
18735,59226,ANO4
18735,59226,ANO4
18751,58909,ANO4
18806,59233,ANO4
18807,59292,ANO4
18848,59928,ANO4
16679,59995,ANO5
16704,59480,ANO5
16704,59480,ANO5
16704,59480,ANO5
16704,59480,ANO5
16704,59480,ANO5
16833,59622,ANO5
16833,59622,ANO5
16833,59622,ANO5
16908,59380,ANO5
16940,59895,ANO5
16951,59603,ANO5
16954,60787,ANO5
16987,59501,ANO5
17100,58451,ANO5
17112,59546,ANO5
17157,58712,ANO5
17162,60174,ANO5
17163,59477,ANO5
17163,59477,ANO5
17163,59477,ANO5
17163,59477,ANO5
17188,60484,ANO5
17215,58906,ANO5
17215,58906,ANO5
17215,58906,ANO5
17244,58875,ANO5
17257,58693,ANO5
17279,59047,ANO5
17295,58768,ANO5
17331,60289,ANO5
17372,59779,ANO5
17387,59388,ANO5
17387,59388,ANO5
17437,60562,ANO5
17437,60562,ANO5
17470,59231,ANO5
17470,59231,ANO5
17479,60476,ANO5
17479,60476,ANO5
17482,60061,ANO5
17482,60061,ANO5
17486,60018,ANO5
17549,59819,ANO5
17577,59092,ANO5
17635,59642,ANO5
17635,59642,ANO5
17635,59642,ANO5
17654,60190,ANO5
17720,58500,ANO5
17739,58374,ANO5
17739,58374,ANO5
17739,58374,ANO5
17750,59958,ANO5
17750,59958,ANO5
17750,59958,ANO5
17750,59958,ANO5
17764,60491,ANO5
17764,60491,ANO5
17764,60491,ANO5
17766,60206,ANO5
17860,58594,ANO5
17863,60716,ANO5
17867,59355,ANO5
17881,59219,ANO5
17893,60677,ANO5
17893,60677,ANO5
17903,58582,ANO5
17931,60652,ANO5
17998,58913,ANO5
17998,58913,ANO5
18011,58670,ANO5
18018,60074,ANO5
18061,58363,ANO5
18063,60436,ANO5
18088,58398,ANO5
18137,59964,ANO5
18137,59964,ANO5
18137,59964,ANO5
18222,58624,ANO5
18243,59338,ANO5
18260,60153,ANO5
18280,60059,ANO5
18280,60059,ANO5
18338,58790,ANO5
18339,59480,ANO5
18448,60728,ANO5
18546,59995,ANO5
18586,58508,ANO5
18623,59297,ANO5
18623,59297,ANO5
18665,60155,ANO5
18665,60155,ANO5
18665,60155,ANO5
18665,60155,ANO5
18665,60155,ANO5
18707,60714,ANO5
18763,59151,ANO5
18775,59571,ANO5
18776,58421,ANO5
18793,60330,ANO5
18810,59277,ANO5
18826,59807,ANO5
18836,60499,ANO5
18848,59106,ANO5
16719,58575,ANO6
16771,59587,ANO6
16869,59172,ANO6
16914,59967,ANO6
16924,60116,ANO6
16925,60657,ANO6
16926,60012,ANO6
16979,60386,ANO6
17019,59509,ANO6
17019,59509,ANO6
17053,58719,ANO6
17204,60498,ANO6
17312,59650,ANO6
17354,58745,ANO6
17376,60346,ANO6
17376,60346,ANO6
17402,59619,ANO6
17464,60750,ANO6
17478,58477,ANO6
17502,59190,ANO6
17525,59118,ANO6
17617,59596,ANO6
17621,60723,ANO6
17624,60539,ANO6
17624,60539,ANO6
17746,60813,ANO6
17773,59511,ANO6
17790,60412,ANO6
17859,60604,ANO6
17864,59367,ANO6
17867,58743,ANO6
17872,59438,ANO6
17885,59211,ANO6
17903,58882,ANO6
17972,59896,ANO6
18051,60637,ANO6
18084,60711,ANO6
18088,60609,ANO6
18100,59408,ANO6
18103,58652,ANO6
18135,60122,ANO6
18135,60122,ANO6
18168,59594,ANO6
18168,59594,ANO6
18214,60422,ANO6
18240,58464,ANO6
18245,59146,ANO6
18260,59278,ANO6
18294,58617,ANO6
18294,58617,ANO6
18294,58617,ANO6
18294,58617,ANO6
18298,59848,ANO6
18316,59982,ANO6
18318,58544,ANO6
18334,60126,ANO6
18401,60244,ANO6
18401,60244,ANO6
18429,59796,ANO6
18489,59614,ANO6
18529,60686,ANO6
18631,59057,ANO6
18662,58321,ANO6
18668,58882,ANO6
18710,60316,ANO6
18717,60124,ANO6
18739,59277,ANO6
18758,58676,ANO6
18828,60245,ANO6
18845,60442,ANO6
18862,59908,ANO6
18870,60044,ANO6
18870,60044,ANO6
18870,60044,ANO6
18870,60044,ANO6
18870,60044,ANO6
18890,59339,ANO6
18895,59403,ANO6
18895,59403,ANO6
16828,59162,ANO7
16937,60490,ANO7
17475,60533,ANO7
17572,58811,ANO7
17614,59222,ANO7
17623,59648,ANO7
17903,58582,ANO7
18360,59700,ANO7
18604,60120,ANO7
16814,59180,ANO8
17214,59210,ANO8
